"ProdLine","ItemNumber","Description","StdPrice","Multiplier","Price","ProdLinePricing","BreakQty1","PriceRate1","BreakQty2","PriceRate2","BestPrice"
"UNIO","UNI11158","CP Wall Plate",7.56,"0.6000 ",4.54,0.00,0.00,0.00,0.00,0.00,4.54
"UNIO","UNI11169","Esch",6.08,"0.6000 ",3.65,0.00,0.00,0.00,0.00,0.00,3.65
"UNIO","UNI11177","Eye Bolt",2.84,"0.6000 ",1.70,0.00,0.00,0.00,0.00,0.00,1.70
"UNIO","UNI11179","Tub Esch",7.16,"0.6000 ",4.30,0.00,0.00,0.00,0.00,0.00,4.30
"UNIO","UNI11207","CP Flng Lock Nut",5.40,"0.6000 ",3.24,0.00,0.00,0.00,0.00,0.00,3.24
"UNIO","UNI11208","CP Lock Nut Flanged",6.21,"0.6000 ",3.73,0.00,0.00,0.00,0.00,0.00,3.73
"UNIO","UNI11216","CP Face Plate - 55",6.48,"0.6000 ",3.89,0.00,0.00,0.00,0.00,0.00,3.89
"UNIO","UNI11415","Spt Bearing Insert",3.51,"0.6000 ",2.11,0.00,0.00,0.00,0.00,0.00,2.11
"UNIO","UNI11505","Adj Link",3.51,"0.6000 ",2.11,0.00,0.00,0.00,0.00,0.00,2.11
"UNIO","UNI11508","Fulcrum Linkage",12.42,"0.6000 ",7.45,0.00,0.00,0.00,0.00,0.00,7.45
"UNIO","UNI11509","Double I Link",1.89,"0.6000 ",1.13,0.00,0.00,0.00,0.00,0.00,1.13
"UNIO","UNI11510","Lift Link Assy",4.39,"0.6000 ",2.63,0.00,0.00,0.00,0.00,0.00,2.63
"UNIO","UNI11709","Esch Sleeve",3.78,"0.6000 ",2.27,0.00,0.00,0.00,0.00,0.00,2.27
"UNIO","UNI11711","Threaded Nipple",2.43,"0.6000 ",1.46,0.00,0.00,0.00,0.00,0.00,1.46
"UNIO","UNI11810","Lock Nut 39",1.76,"0.6000 ",1.06,0.00,0.00,0.00,0.00,0.00,1.06
"UNIO","UNI11819","Nut",5.74,"0.6000 ",3.44,0.00,0.00,0.00,0.00,0.00,3.44
"UNIO","UNI11827","Brass Hex Nut",1.08,"0.6000 ",0.65,0.00,0.00,0.00,0.00,0.00,0.65
"UNIO","UNI11827-OLD","Brass Hex Nut",0.88,"0.6000 ",0.53,0.00,0.00,0.00,0.00,0.00,0.53
"UNIO","UNI11836","Cplg Nut",4.32,"0.6000 ",2.59,0.00,0.00,0.00,0.00,0.00,2.59
"UNIO","UNI11842","Div Bonnet Nut",5.67,"0.6000 ",3.40,0.00,0.00,0.00,0.00,0.00,3.40
"UNIO","UNI11861","Nut",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI11864","Locknut",1.15,"0.6000 ",0.69,0.00,0.00,0.00,0.00,0.00,0.69
"UNIO","UNI11865","Bonnet Nut",8.64,"0.6000 ",5.18,0.00,0.00,0.00,0.00,0.00,5.18
"UNIO","UNI11885","Valve Bonnet Nut",3.78,"0.6000 ",2.27,0.00,0.00,0.00,0.00,0.00,2.27
"UNIO","UNI11890","Bonnet Nut",2.03,"0.6000 ",1.22,0.00,0.00,0.00,0.00,0.00,1.22
"UNIO","UNI11894","Locknut",6.08,"0.6000 ",3.65,0.00,0.00,0.00,0.00,0.00,3.65
"UNIO","UNI11896","Collar",11.48,"0.6000 ",6.89,0.00,0.00,0.00,0.00,0.00,6.89
"UNIO","UNI11903","Stem Pack",1.01,"0.6000 ",0.61,0.00,0.00,0.00,0.00,0.00,0.61
"UNIO","UNI11905","Bonnet Nut",1.01,"0.6000 ",0.61,0.00,0.00,0.00,0.00,0.00,0.61
"UNIO","UNI11907","Stem Pkg",1.01,"0.6000 ",0.61,0.00,0.00,0.00,0.00,0.00,0.61
"UNIO","UNI12001","Brass Cotter Pin",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12203","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12205","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12209","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12211","Snap Ring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12213","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12215","Spacer for Spt Assy",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12221","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12224","Snap Ring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12225","Pkg Ring",1.01,"0.6000 ",0.61,0.00,0.00,0.00,0.00,0.00,0.61
"UNIO","UNI12258","Spacer - Spout Assy",1.08,"0.6000 ",0.65,0.00,0.00,0.00,0.00,0.00,0.65
"UNIO","UNI12272","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12274","Oring",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12404","Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12415","Screw",0.72,"0.6000 ",0.43,0.00,0.00,0.00,0.00,0.00,0.43
"UNIO","UNI12427","CP Hdle Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12428","Hdle Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12429","CP Hdle Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12461","Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12470","Hdle Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12472","CP Face Plate Screw",3.51,"0.6000 ",2.11,0.00,0.00,0.00,0.00,0.00,2.11
"UNIO","UNI12474","Mtg Leg",5.13,"0.6000 ",3.08,0.00,0.00,0.00,0.00,0.00,3.08
"UNIO","UNI12475","Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12477","Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12492","Hdle Screw",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI12602","Seat",3.38,"0.6000 ",2.03,0.00,0.00,0.00,0.00,0.00,2.03
"UNIO","UNI12605","Seat",3.38,"0.6000 ",2.03,0.00,0.00,0.00,0.00,0.00,2.03
"UNIO","UNI12606","Seat",6.89,"0.6000 ",4.13,0.00,0.00,0.00,0.00,0.00,4.13
"UNIO","UNI12610","Seat Wrench",5.54,"0.6000 ",3.32,0.00,0.00,0.00,0.00,0.00,3.32
"UNIO","UNI12633","Seat",3.65,"0.6000 ",2.19,0.00,0.00,0.00,0.00,0.00,2.19
"UNIO","UNI12635","Seat - 60 Series",2.43,"0.6000 ",1.46,0.00,0.00,0.00,0.00,0.00,1.46
"UNIO","UNI12636","Seat - 50 Series",3.78,"0.6000 ",2.27,0.00,0.00,0.00,0.00,0.00,2.27
"UNIO","UNI12637","Seat",9.05,"0.6000 ",5.43,0.00,0.00,0.00,0.00,0.00,5.43
"UNIO","UNI12638","Seat",3.38,"0.6000 ",2.03,0.00,0.00,0.00,0.00,0.00,2.03
"UNIO","UNI12639","Seat",1.76,"0.6000 ",1.06,0.00,0.00,0.00,0.00,0.00,1.06
"UNIO","UNI12642","Seat",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"UNIO","UNI12822","Industrial Shwrhead",5.13,"0.6000 ",3.08,0.00,0.00,0.00,0.00,0.00,3.08
"UNIO","UNI12914","Spout",8.51,"0.6000 ",5.11,0.00,0.00,0.00,0.00,0.00,5.11
"UNIO","UNI12940","AB Tub Spt",21.06,"0.6000 ",12.64,0.00,0.00,0.00,0.00,0.00,12.64
"UNIO","UNI13005","Integral Stop",6.75,"0.6000 ",4.05,0.00,0.00,0.00,0.00,0.00,4.05
"UNIO","UNI13022","Spray Head",15.74,"0.6000 ",9.44,0.00,0.00,0.00,0.00,0.00,9.44
"UNIO","UNI1307C","CP Cold Metal Hdle",6.12,"0.6000 ",3.67,0.00,0.00,0.00,0.00,0.00,3.67
"UNIO","UNI1307H","CP Hot Metal Hdle",4.79,"0.6000 ",2.87,0.00,0.00,0.00,0.00,0.00,2.87
"UNIO","UNI13105","Spring Linkage",19.98,"0.6000 ",11.99,0.00,0.00,0.00,0.00,0.00,11.99
"UNIO","UNI13206","Stopper",2.94,"0.6000 ",1.76,0.00,0.00,0.00,0.00,0.00,1.76
"UNIO","UNI13314","Lift & Turn Drain Assy",32.27,"0.6000 ",19.36,0.00,0.00,0.00,0.00,0.00,19.36
"UNIO","UNI13506","Union Tlpc",4.12,"0.6000 ",2.47,0.00,0.00,0.00,0.00,0.00,2.47
"UNIO","UNI13703","Fibre Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13704","Fibre Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13706","Fibre Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13707","Fibre Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13801","Bibb Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13804","Beveled Rubber Washer",1.76,"0.6000 ",1.06,0.00,0.00,0.00,0.00,0.00,1.06
"UNIO","UNI13817","Mack Washer",1.49,"0.6000 ",0.89,0.00,0.00,0.00,0.00,0.00,0.89
"UNIO","UNI13819","Rubber Flng Washer",1.49,"0.6000 ",0.89,0.00,0.00,0.00,0.00,0.00,0.89
"UNIO","UNI13820","Bath Drain Flng Washer",1.15,"0.6000 ",0.69,0.00,0.00,0.00,0.00,0.00,0.69
"UNIO","UNI13821","Red Cone Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13822","Blue Cone Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI13850","Washer for 13650",3.04,"0.6000 ",1.82,0.00,0.00,0.00,0.00,0.00,1.82
"UNIO","UNI13918","Horseshoe Washer",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI14202","Drain Wrench",1.08,"0.6000 ",0.65,0.00,0.00,0.00,0.00,0.00,0.65
"UNIO","UNI15022","Insert",5.27,"0.6000 ",3.16,0.00,0.00,0.00,0.00,0.00,3.16
"UNIO","UNI15023","Hdle Insert",5.40,"0.6000 ",3.24,0.00,0.00,0.00,0.00,0.00,3.24
"UNIO","UNI15024","Hdle Adpt",5.40,"0.6000 ",3.24,0.00,0.00,0.00,0.00,0.00,3.24
"UNIO","UNI15044","LG Hdle",7.43,"0.6000 ",4.46,0.00,0.00,0.00,0.00,0.00,4.46
"UNIO","UNI15048","SM Clear Hdle",7.09,"0.6000 ",4.25,0.00,0.00,0.00,0.00,0.00,4.25
"UNIO","UNI15110","Hdle Insert",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI15116","Hdle Base",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"UNIO","UNI15138","CP Hdle Bass",5.47,"0.6000 ",3.28,0.00,0.00,0.00,0.00,0.00,3.28
"UNIO","UNI15140","Hdle Hub",7.29,"0.6000 ",4.37,0.00,0.00,0.00,0.00,0.00,4.37
"UNIO","UNI15169","Oak Hdle Insert",0.81,"0.6000 ",0.49,0.00,0.00,0.00,0.00,0.00,0.49
"UNIO","UNI15170","Por Insert WH",1.49,"0.6000 ",0.89,0.00,0.00,0.00,0.00,0.00,0.89
"UNIO","UNI15215","Div Valve Sleeve",1.22,"0.6000 ",0.73,0.00,0.00,0.00,0.00,0.00,0.73
"UNIO","UNI15216","Fibre Wshr",0.68,"0.6000 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"UNIO","UNI15253","Press Bal Hdle",15.86,"0.6000 ",9.52,0.00,0.00,0.00,0.00,0.00,9.52
"UNIO","UNI1823","Nut",2.96,"0.6000 ",1.78,0.00,0.00,0.00,0.00,0.00,1.78
"UNIO","UNI1837AH","Hot Stem Assy",10.45,"0.6000 ",6.27,0.00,0.00,0.00,0.00,0.00,6.27
"UNIO","UNI2601","Seat",2.10,"0.6000 ",1.26,0.00,0.00,0.00,0.00,0.00,1.26
"UNIO","UNI2632","Seat",1.88,"0.6000 ",1.13,0.00,0.00,0.00,0.00,0.00,1.13
"UNIO","UNI2634","Seat",0.95,"0.6000 ",0.57,0.00,0.00,0.00,0.00,0.00,0.57
"UNIO","UNI3305A","Strainer Plug Assy",22.41,"0.6000 ",13.45,0.00,0.00,0.00,0.00,0.00,13.45
"UNIO","UNI3306","Strainer",2.27,"0.6000 ",1.36,0.00,0.00,0.00,0.00,0.00,1.36
"UNIO","UNI3407","Div Stem",18.40,"0.6000 ",11.04,0.00,0.00,0.00,0.00,0.00,11.04
"UNIO","UNI3609","Tube",12.78,"0.6000 ",7.67,0.00,0.00,0.00,0.00,0.00,7.67
"UNIO","UNI3717","Washer",0.75,"0.6000 ",0.45,0.00,0.00,0.00,0.00,0.00,0.45
"UNIO","UNI80026","Ejector Assy",4.59,"0.6000 ",2.75,0.00,0.00,0.00,0.00,0.00,2.75
"UNIO","UNI80029","CP Face Plate Assy",25.25,"0.6000 ",15.15,0.00,0.00,0.00,0.00,0.00,15.15
"UNIO","UNI80033","Valve Assy",27.07,"0.6000 ",16.24,0.00,0.00,0.00,0.00,0.00,16.24
"UNIO","UNI80034","Bar Spt Assy 47B",24.03,"0.6000 ",14.42,0.00,0.00,0.00,0.00,0.00,14.42
"UNIO","UNI80038","Cold Valve Assy",9.32,"0.6000 ",5.59,0.00,0.00,0.00,0.00,0.00,5.59
"UNIO","UNI80039","Hot Valve Stem  Assy",14.18,"0.6000 ",8.51,0.00,0.00,0.00,0.00,0.00,8.51
"UNIO","UNI80040","Cold Valve Stem Assy",14.18,"0.6000 ",8.51,0.00,0.00,0.00,0.00,0.00,8.51
"UNIO","UNI80063","Tube Spt Assy - 80A",27.68,"0.6000 ",16.61,0.00,0.00,0.00,0.00,0.00,16.61
"UNIO","UNI80064","Laundry Spt Assy",24.57,"0.6000 ",14.74,0.00,0.00,0.00,0.00,0.00,14.74
"UNIO","UNI80079","Washerless Hot Ceramic Cart",18.63,"0.6000 ",11.18,0.00,0.00,0.00,0.00,0.00,11.18
"UNIO","UNI80080","Washerless Cold Ceramic Cart",18.63,"0.6000 ",11.18,0.00,0.00,0.00,0.00,0.00,11.18
"UNIO","UNI80081","Hot Ceramic Cart",25.65,"0.6000 ",15.39,0.00,0.00,0.00,0.00,0.00,15.39
"UNIO","UNI80082","Cold Ceramic Cart (bagged)",25.65,"0.6000 ",15.39,0.00,0.00,0.00,0.00,0.00,15.39
"UNIO","UNI80135","Cast Spt Assy",49.01,"0.6000 ",29.41,0.00,0.00,0.00,0.00,0.00,29.41
"UNIO","UNI80142","CP Waste Flng",20.93,"0.6000 ",12.56,0.00,0.00,0.00,0.00,0.00,12.56
"UNIO","UNI80143","Adj Link Assy",6.48,"0.6000 ",3.89,0.00,0.00,0.00,0.00,0.00,3.89
"UNIO","UNI80156","6""  Spt",46.98,"0.6000 ",28.19,0.00,0.00,0.00,0.00,0.00,28.19
"UNIO","UNI80157","8""  Spt w/ Adpt",46.85,"0.6000 ",28.11,0.00,0.00,0.00,0.00,0.00,28.11
"UNIO","UNI80159","12""  Spt Assy",49.55,"0.6000 ",29.73,0.00,0.00,0.00,0.00,0.00,29.73
"UNIO","UNI80163","CP Laundry Spt Assy",25.92,"0.6000 ",15.55,0.00,0.00,0.00,0.00,0.00,15.55
"UNIO","UNI80164","W/Spray Spt Assy",36.18,"0.6000 ",21.71,0.00,0.00,0.00,0.00,0.00,21.71
"UNIO","UNI80189","CP Stopper",19.58,"0.6000 ",11.75,0.00,0.00,0.00,0.00,0.00,11.75
"UNIO","UNI80219","Brass Waste Plunger",10.33,"0.6000 ",6.20,0.00,0.00,0.00,0.00,0.00,6.20
"UNIO","UNI80291","Cartridge",34.83,"0.6000 ",20.90,0.00,0.00,0.00,0.00,0.00,20.90
"UNIO","UNI80292","Cartridge",25.92,"0.6000 ",15.55,0.00,0.00,0.00,0.00,0.00,15.55
"UNIO","UNI80293","Faucet Cartridge",20.05,"0.6000 ",12.03,0.00,0.00,0.00,0.00,0.00,12.03
"UNIO","UNI80303","Hot Hdle",4.19,"0.6000 ",2.51,0.00,0.00,0.00,0.00,0.00,2.51
"UNIO","UNI80304","Cold Hdle",4.19,"0.6000 ",2.51,0.00,0.00,0.00,0.00,0.00,2.51
"UNIO","UNI80307","CP Hot Hdle Assy",6.35,"0.6000 ",3.81,0.00,0.00,0.00,0.00,0.00,3.81
"UNIO","UNI80308","CP Cold Metal Hdle",6.35,"0.6000 ",3.81,0.00,0.00,0.00,0.00,0.00,3.81
"UNIO","UNI80325","Hot Hdle Assy",5.60,"0.6000 ",3.36,0.00,0.00,0.00,0.00,0.00,3.36
"UNIO","UNI80326","Cold Hdle Assy",5.60,"0.6000 ",3.36,0.00,0.00,0.00,0.00,0.00,3.36
"UNIO","UNI80329","Hot Hdle Assy",2.23,"0.6000 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"UNIO","UNI80330","Cold Hdle Assy",2.23,"0.6000 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"UNIO","UNI80331","CP Hot Metal Hdle Assy",11.07,"0.6000 ",6.64,0.00,0.00,0.00,0.00,0.00,6.64
"UNIO","UNI80332","CP Cold Metal Hdle Assy",11.07,"0.6000 ",6.64,0.00,0.00,0.00,0.00,0.00,6.64
"UNIO","UNI80346","CP Div Hdle Assy",7.29,"0.6000 ",4.37,0.00,0.00,0.00,0.00,0.00,4.37
"UNIO","UNI80347","CP Hot Metal Hdle Assy",7.56,"0.6000 ",4.54,0.00,0.00,0.00,0.00,0.00,4.54
"UNIO","UNI80348","CP Cold Metal Hdle Assy",7.56,"0.6000 ",4.54,0.00,0.00,0.00,0.00,0.00,4.54
"UNIO","UNI80349","CP Hot Metal Hdle Assy",7.43,"0.6000 ",4.46,0.00,0.00,0.00,0.00,0.00,4.46
"UNIO","UNI80350","CP Cold Metal Hdle Assy",7.43,"0.6000 ",4.46,0.00,0.00,0.00,0.00,0.00,4.46
"UNIO","UNI80351","Hot Hdle Assy",5.33,"0.6000 ",3.20,0.00,0.00,0.00,0.00,0.00,3.20
"UNIO","UNI80352","Cold Hdle Assy",5.33,"0.6000 ",3.20,0.00,0.00,0.00,0.00,0.00,3.20
"UNIO","UNI80364","Charcoal Cold Hdle Assy",13.03,"0.6000 ",7.82,0.00,0.00,0.00,0.00,0.00,7.82
"UNIO","UNI80373","Hot Charcoal Hdle Assy",12.49,"0.6000 ",7.49,0.00,0.00,0.00,0.00,0.00,7.49
"UNIO","UNI80374","Cold Charcoal Hdle assy",12.49,"0.6000 ",7.49,0.00,0.00,0.00,0.00,0.00,7.49
"UNIO","UNI80377","CP Hot Metal Hdle Assy",9.72,"0.6000 ",5.83,0.00,0.00,0.00,0.00,0.00,5.83
"UNIO","UNI80378","CP Cold Metal Hdle Assy",9.72,"0.6000 ",5.83,0.00,0.00,0.00,0.00,0.00,5.83
"UNIO","UNI80379","Hot Hdle Assy",11.34,"0.6000 ",6.80,0.00,0.00,0.00,0.00,0.00,6.80
"UNIO","UNI80380","Cold Hdle Assy",11.34,"0.6000 ",6.80,0.00,0.00,0.00,0.00,0.00,6.80
"UNIO","UNI80381","CP Hot Metal Hdle Assy",8.71,"0.6000 ",5.23,0.00,0.00,0.00,0.00,0.00,5.23
"UNIO","UNI80382","CP Cold Metal Hdle Assy",8.71,"0.6000 ",5.23,0.00,0.00,0.00,0.00,0.00,5.23
"UNIO","UNI80383","CP Div Hdle Assy",10.33,"0.6000 ",6.20,0.00,0.00,0.00,0.00,0.00,6.20
"UNIO","UNI80384","CP Div Hdle Assy",10.33,"0.6000 ",6.20,0.00,0.00,0.00,0.00,0.00,6.20
"UNIO","UNI80387","Hot Acrylic Hdle",12.02,"0.6000 ",7.21,0.00,0.00,0.00,0.00,0.00,7.21
"UNIO","UNI80388","Cold Acrylic Hdle",12.02,"0.6000 ",7.21,0.00,0.00,0.00,0.00,0.00,7.21
"UNIO","UNI80397","Hot Acrylic Hdle Assy",15.53,"0.6000 ",9.32,0.00,0.00,0.00,0.00,0.00,9.32
"UNIO","UNI80398","Cold Acrylic Hdle Assy",15.53,"0.6000 ",9.32,0.00,0.00,0.00,0.00,0.00,9.32
"UNIO","UNI80399","Acrylic Div Hdle",15.66,"0.6000 ",9.40,0.00,0.00,0.00,0.00,0.00,9.40
"UNIO","UNI80635","Spt Adpt",12.42,"0.6000 ",7.45,0.00,0.00,0.00,0.00,0.00,7.45
"UNIO","UNI80715","Aerator",2.57,"0.6000 ",1.54,0.00,0.00,0.00,0.00,0.00,1.54
"UNIO","UNI808","Btn",1.64,"0.6000 ",0.98,0.00,0.00,0.00,0.00,0.00,0.98
"UNIO","UNI80857","Cold Hdle Cap Assy",2.09,"0.6000 ",1.25,0.00,0.00,0.00,0.00,0.00,1.25
"UNIO","UNI80858","Hot Hdle Cap Assy",2.09,"0.6000 ",1.25,0.00,0.00,0.00,0.00,0.00,1.25
"UNIO","UNI80872","Hdle Cap",2.23,"0.6000 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"UNIO","UNI80875","Div Hdle Cap Assy",2.30,"0.6000 ",1.38,0.00,0.00,0.00,0.00,0.00,1.38
"UNIO","UNI80877","Hot Index",2.23,"0.6000 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"UNIO","UNI80878","Cold Index",2.23,"0.6000 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"UNIO","UNI80879","Arrow Hdle Cap",2.23,"0.6000 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"UNIO","UNI81066","Hdle Insert",11.48,"0.6000 ",6.89,0.00,0.00,0.00,0.00,0.00,6.89
"UNIO","UNI81154","Kitchen Shell Cover",14.78,"0.6000 ",8.87,0.00,0.00,0.00,0.00,0.00,8.87
"UNIO","UNI81166","AB Wall Esch",14.78,"0.6000 ",8.87,0.00,0.00,0.00,0.00,0.00,8.87
"UNIO","UNI81210","CP Pop Up Flng",4.93,"0.6000 ",2.96,0.00,0.00,0.00,0.00,0.00,2.96
"UNIO","UNI81423","CP Lift Knob",2.63,"0.6000 ",1.58,0.00,0.00,0.00,0.00,0.00,1.58
"UNIO","UNI81826","CP Spt Nut",5.13,"0.6000 ",3.08,0.00,0.00,0.00,0.00,0.00,3.08
"UNIO","UNI81846","CP Spt Nut",5.54,"0.6000 ",3.32,0.00,0.00,0.00,0.00,0.00,3.32
"UNIO","UNI81852","CP Spt Nut",5.54,"0.6000 ",3.32,0.00,0.00,0.00,0.00,0.00,3.32
"UNIO","UNI81856","CP Spt Nut",5.27,"0.6000 ",3.16,0.00,0.00,0.00,0.00,0.00,3.16
"UNIO","UNI81857","CP Pkg Nut",3.51,"0.6000 ",2.11,0.00,0.00,0.00,0.00,0.00,2.11
"UNIO","UNI81858","CP Cast Spt Nut",3.38,"0.6000 ",2.03,0.00,0.00,0.00,0.00,0.00,2.03
"UNIO","UNI81879","CP Hold Down Ring",2.16,"0.6000 ",1.30,0.00,0.00,0.00,0.00,0.00,1.30
"UNIO","UNI81886","CP Spt Nut",4.32,"0.6000 ",2.59,0.00,0.00,0.00,0.00,0.00,2.59
"UNIO","UNI82313","CP Lift Rod",3.92,"0.6000 ",2.35,0.00,0.00,0.00,0.00,0.00,2.35
"UNIO","UNI82314","Lift Rod & Knob",5.67,"0.6000 ",3.40,0.00,0.00,0.00,0.00,0.00,3.40
"UNIO","UNI82317","Ball Rod Assy",4.62,"0.6000 ",2.77,0.00,0.00,0.00,0.00,0.00,2.77
"UNIO","UNI82317-0","Ball Rod Assy (Old Style)",4.12,"0.6000 ",2.47,0.00,0.00,0.00,0.00,0.00,2.47
"UNIO","UNI83208","AB Stopper Assy",12.08,"0.6000 ",7.25,0.00,0.00,0.00,0.00,0.00,7.25
"UNIO","UNI83305","CP Waste Flng",10.67,"0.6000 ",6.40,0.00,0.00,0.00,0.00,0.00,6.40
"UNIO","UNI83410","Div Stem Assy",16.07,"0.6000 ",9.64,0.00,0.00,0.00,0.00,0.00,9.64
"UNIO","UNI83434","Div Stem Assy",14.18,"0.6000 ",8.51,0.00,0.00,0.00,0.00,0.00,8.51
"UNIO","UNI83602","4-1/2"" Waste Tube",8.64,"0.6000 ",5.18,0.00,0.00,0.00,0.00,0.00,5.18
"UNIO","UNI83604","CP Sleeve",6.48,"0.6000 ",3.89,0.00,0.00,0.00,0.00,0.00,3.89
"UNIO","UNI85252","White Por Hdle Insert (2)",10.26,"0.6000 ",6.16,0.00,0.00,0.00,0.00,0.00,6.16
"UNIO","UNI85284","CP Hdle Insert (2)",22.95,"0.6000 ",13.77,0.00,0.00,0.00,0.00,0.00,13.77
"UNIO","UNI85300","LG Cross Hdle (2)",18.23,"0.6000 ",10.94,0.00,0.00,0.00,0.00,0.00,10.94
"UNIO","UNI857-858","Charcoal Index Kit",5.13,"0.6000 ",3.08,0.00,0.00,0.00,0.00,0.00,3.08
"UNIO","UNI86553","Div Stem",13.91,"0.6000 ",8.35,0.00,0.00,0.00,0.00,0.00,8.35
"UNIO","UNI86619","CP Hdle Assy Oak",14.31,"0.6000 ",8.59,0.00,0.00,0.00,0.00,0.00,8.59
"UNIO","UNI86620","AB Hdle Assy Oak",34.97,"0.6000 ",20.98,0.00,0.00,0.00,0.00,0.00,20.98
"UNIO","UNI88","Shwrhead",20.19,"0.6000 ",12.11,0.00,0.00,0.00,0.00,0.00,12.11
"UNIO","UNI88118","D Spt Assy",37.26,"0.6000 ",22.36,0.00,0.00,0.00,0.00,0.00,22.36
"UNIO","UNI88124","Round Face Plate Assy",16.07,"0.6000 ",9.64,0.00,0.00,0.00,0.00,0.00,9.64
"UNIO","UNI88184","Wrist Action Hdle H",20.79,"0.6000 ",12.47,0.00,0.00,0.00,0.00,0.00,12.47
"UNIO","UNI88185","Wrist Action Hdle",20.79,"0.6000 ",12.47,0.00,0.00,0.00,0.00,0.00,12.47
"UNIO","UNI88187","12"" Laundry Spt",36.72,"0.6000 ",22.03,0.00,0.00,0.00,0.00,0.00,22.03
"UNIO","UNI88412","Ball Rod Assy Kit",6.70,"0.6000 ",4.02,0.00,0.00,0.00,0.00,0.00,4.02
"UNIO","UNI88551","Female Flng Assy",23.36,"0.6000 ",14.02,0.00,0.00,0.00,0.00,0.00,14.02
"UNIO","UNI88552","Linkage Assy",9.32,"0.6000 ",5.59,0.00,0.00,0.00,0.00,0.00,5.59
"UNIO","UNI88553","Spt Assy w/o Adpt",30.38,"0.6000 ",18.23,0.00,0.00,0.00,0.00,0.00,18.23
"UNIO","UNI89004","Face Plate Assy",29.70,"0.6000 ",17.82,0.00,0.00,0.00,0.00,0.00,17.82
"UNIO","UNI89037","Charcoal Hot Hdle Assy",11.34,"0.6000 ",6.80,0.00,0.00,0.00,0.00,0.00,6.80
